"종목코드","종목명","시장구분","종가","시가총액","기준일","EPS","선행EPS","BPS","주당배당금","종목구분"
"000020","동화약품","KOSPI","6210","173454428700.0","20250318","991.0","","13413.0","180.0","보통주"
"000040","KR모터스","KOSPI","394","23692349992.0","20250318","","","618.0","0.0","보통주"
"000050","경방","KOSPI","6570","180118323900.0","20250318","","","29623.0","125.0","보통주"
"000070","삼양홀딩스","KOSPI","60100","514712687100.0","20250318","22269.0","","257475.0","3500.0","보통주"
"000075","삼양홀딩스우","KOSPI","59200","18000233600.0","20250318","","","","3550.0","우선주"
"000080","하이트진로","KOSPI","19360","1357786708960.0","20250318","512.0","1857.0","15694.0","950.0","보통주"
"000087","하이트진로2우B","KOSPI","15220","17200700360.0","20250318","","","","1000.0","우선주"
"000100","유한양행","KOSPI","126500","10146446596000.0","20250318","1815.0","1963.0","27491.0","450.0","보통주"
"000105","유한양행우","KOSPI","111000","131084340000.0","20250318","","","","460.0","우선주"
"000120","CJ대한통운","KOSPI","88600","2021173678400.0","20250318","10357.0","13257.0","180690.0","500.0","보통주"
"000140","하이트진로홀딩스","KOSPI","8590","199346111350.0","20250318","41.0","","24228.0","550.0","보통주"
"000145","하이트진로홀딩스우","KOSPI","10170","4788137700.0","20250318","","","","600.0","우선주"
"000150","두산","KOSPI","343000","5667675405000.0","20250318","","10167.0","91241.0","2000.0","보통주"
"000155","두산우","KOSPI","151200","604265054400.0","20250318","","","","2050.0","우선주"
"000157","두산2우B","KOSPI","138300","123507155400.0","20250318","","","","2000.0","우선주"
"000180","성창기업지주","KOSPI","1280","89282048000.0","20250318","","","9003.0","0.0","보통주"
"000210","DL","KOSPI","35100","735551528400.0","20250318","","3186.0","169901.0","1000.0","보통주"
"000215","DL우","KOSPI","19360","32643186400.0","20250318","","","","1050.0","우선주"
"000220","유유제약","KOSPI","4470","76134608970.0","20250318","","","5976.0","0.0","보통주"
"000225","유유제약1우","KOSPI","4785","10847260050.0","20250318","","","","0.0","우선주"
